alpha,flatness,depth_param,measured_depth,seed,architecture,nrmse_slow,nrmse_fast
0.5,0.04027164060135726,0.3,0.5870151327524181,6,serial_force,0.3000248673297939,0.7071463044223785
0.5,0.04027164060135726,0.3,0.5870151327524181,6,esn_matched,0.36934679357406774,0.7066108364094512
0.5,0.04027164060135726,0.5,0.9755781078444663,1,serial_force,0.19114905363356405,0.7809836447036242
0.5,0.04027164060135726,0.5,0.9755781078444663,1,esn_matched,0.33587598718557904,0.8363365761590031
0.5,0.04027164060135726,0.5,0.9755781078444663,2,serial_force,0.17733348571042942,0.754475341994418
0.5,0.04027164060135726,0.5,0.9755781078444663,2,esn_matched,0.31934596018968986,0.7962080090544943
0.5,0.04027164060135726,0.5,0.9755781078444663,3,serial_force,0.19214388375437602,0.7496610005151609
0.5,0.04027164060135726,0.5,0.9755781078444663,3,esn_matched,0.33419524984241683,0.7404808431782582
0.5,0.04027164060135726,0.5,0.9755781078444663,4,serial_force,0.1640328848938283,0.7449652387500061
0.5,0.04027164060135726,0.5,0.9755781078444663,4,esn_matched,0.3118401017526978,0.8294119057649338
0.5,0.04027164060135726,0.5,0.9755781078444663,5,serial_force,0.25920453653772296,0.6976978561809444
0.5,0.04027164060135726,0.5,0.9755781078444663,5,esn_matched,0.3597332740522771,0.7575806407806822
0.5,0.04027164060135726,0.5,0.9755781078444663,6,serial_force,0.3000248673297939,0.7077656214962238
0.5,0.04027164060135726,0.5,0.9755781078444663,6,esn_matched,0.36934679357406774,0.7303790681709954
0.5,0.04027164060135726,1.0,1.9366064055309213,1,serial_force,0.19114905363356405,0.8202470891784297
0.5,0.04027164060135726,1.0,1.9366064055309213,1,esn_matched,0.33587598718557904,0.9800172710943995
0.5,0.04027164060135726,1.0,1.9366064055309213,2,serial_force,0.17733348571042942,0.8005626530670078
0.5,0.04027164060135726,1.0,1.9366064055309213,2,esn_matched,0.31934596018968986,0.9349465811774188
0.5,0.04027164060135726,1.0,1.9366064055309213,3,serial_force,0.19214388375437602,0.7945960035538064
0.5,0.04027164060135726,1.0,1.9366064055309213,3,esn_matched,0.33419524984241683,0.8684099420248101
0.5,0.04027164060135726,1.0,1.9366064055309213,4,serial_force,0.1640328848938283,0.794858612054132
0.5,0.04027164060135726,1.0,1.9366064055309213,4,esn_matched,0.3118401017526978,0.9531683530145748
0.5,0.04027164060135726,1.0,1.9366064055309213,5,serial_force,0.25920453653772296,0.74562502440893
0.5,0.04027164060135726,1.0,1.9366064055309213,5,esn_matched,0.3597332740522771,0.8469445987331058
0.5,0.04027164060135726,1.0,1.9366064055309213,6,serial_force,0.3000248673297939,0.7383099708529964
0.5,0.04027164060135726,1.0,1.9366064055309213,6,esn_matched,0.36934679357406774,0.8153681737577506
1.0,0.08554689823074148,0.1,0.20029614495606507,1,serial_force,0.21749209991938243,0.7770593993376222
1.0,0.08554689823074148,0.1,0.20029614495606507,1,esn_matched,0.3075635280806146,0.8130824830968924
1.0,0.08554689823074148,0.1,0.20029614495606507,2,serial_force,0.1835790162356189,0.7629641110763048
1.0,0.08554689823074148,0.1,0.20029614495606507,2,esn_matched,0.32471050818350067,0.8484576636033988
1.0,0.08554689823074148,0.1,0.20029614495606507,3,serial_force,0.2169708874247424,0.7439452051920252
1.0,0.08554689823074148,0.1,0.20029614495606507,3,esn_matched,0.3444357411549216,0.8116511962640668
1.0,0.08554689823074148,0.1,0.20029614495606507,4,serial_force,0.16516108226013682,0.7104108473507841
1.0,0.08554689823074148,0.1,0.20029614495606507,4,esn_matched,0.32760526340616125,0.8013577929904305
1.0,0.08554689823074148,0.1,0.20029614495606507,5,serial_force,0.26503479536591,0.6866270691153787
1.0,0.08554689823074148,0.1,0.20029614495606507,5,esn_matched,0.3663362287822999,0.8009466631351485
1.0,0.08554689823074148,0.1,0.20029614495606507,6,serial_force,0.31508347847440055,0.7209080428960972
1.0,0.08554689823074148,0.1,0.20029614495606507,6,esn_matched,0.38587982031864804,0.7896903891690432
1.0,0.08554689823074148,0.18,0.3551265534709498,1,serial_force,0.21749209991938243,0.7759294238199278
1.0,0.08554689823074148,0.18,0.3551265534709498,1,esn_matched,0.3075635280806146,0.8308073289895671
1.0,0.08554689823074148,0.18,0.3551265534709498,2,serial_force,0.1835790162356189,0.7630249906827204
1.0,0.08554689823074148,0.18,0.3551265534709498,2,esn_matched,0.32471050818350067,0.8584318310798259
1.0,0.08554689823074148,0.18,0.3551265534709498,3,serial_force,0.2169708874247424,0.7413086292243225
1.0,0.08554689823074148,0.18,0.3551265534709498,3,esn_matched,0.3444357411549216,0.8187181026728138
1.0,0.08554689823074148,0.18,0.3551265534709498,4,serial_force,0.16516108226013682,0.7075449113836046
1.0,0.08554689823074148,0.18,0.3551265534709498,4,esn_matched,0.32760526340616125,0.8172041410647413
